drink_name,drink_price,restaurant_address,restaurant_name,restaurant_tel,restaurant_url
"【日本酒】国稀　純米,【焼酎】インカの目覚め,クラフトラム　マンゴー,アサヒスーパードライ,ドライゼロ,レモンサワー,ライムサワー,生搾りレモンサワー,生搾りライムサワー,緑茶ハイ,ウーロンハイ,紅茶ハイ,カルピスサワー,白桃サワー,パインサワー,マンゴーサワー,ストロベリーサワー,パッションフルーツサワー,日本酒,月桂冠　生酒,京山水　特別純米,福岡　博多の森　純米,熊本　美少年　純米,黒霧島(芋),一番札（麦）,れんと(黒糖),金黒（芋）,金黒タンサン,ハイボール,コークハイボール,ジンジャーハイボール,エナジーハイボール,グラスワイン（赤）,グラスワイン（白）,カシスオレンジ,カルーアミルク,ジントニック,ジンバック,ジンコーク,ファジーネーブル,ピーチフィズ,オレンジブロッサム,ピーチウーロン,カシスウーロン,カシスソーダ,すっきり梅酒,紀州南高梅酒,コーラ,ジンジャーエール,オレンジジュース,カルピスソーダ,カルピスウォーター,エナジードリンク,ウーロン茶,緑茶","[900, 530, 600, 580, 550, 450, 450, 550, 550, 450, 450, 450, 450, 450, 450, 450, 450, 450, 550, 850, 800, 800, 800, 530, 530, 530, 530, 530, 450, 480, 480, 480, 530, 530, 530, 530, 530, 530, 530, 530, 530, 530, 530, 530, 530, 450, 550, 350, 350, 350, 350, 350, 350, 350, 350]",大阪府大阪市北区角田町7-10　 HEPナビオ6F　ナビオダイニング阪急ナビオメンズ館6F　※ナビオダイニング内,個室海鮮居酒屋　石狩漁場　梅田HEPナビオ店,050-5257-3420,https://www.hotpepper.jp/strJ001109231/
"山形県  秀鳳,新潟県  吉乃川,兵庫県 八重垣,広島県 賀茂鶴,高知県 司牡丹,岐阜県  百十郎,岩手県  南部美人  1合,新潟県　久保田　千寿,愛知県　ねのひ,奈良県　三諸杉,静岡県　開運,【芋】黒霧島　グラス,生ビール　プレミアムモルツ,【赤】ソル・イ・マール　レッド　≪チリ≫　ミディアムボディ,【白】ソル・イ・マール　ホワイト　≪チリ≫　やや辛口,【赤】センシィ　ヴィルト　ロッソ　≪イタリア≫　ミディアムボディ,【白】センシィ　ヴィルト　ビアンコ　≪イタリア≫　辛口,【赤】ボルサオ　クラシコ　ティント　≪スペイン≫　ミディアムボディ,【白】ボルサオ　クラシコ　ブランコ　≪スペイン≫　辛口,【赤】シャトー　レセル　メントー　≪フランス≫　ミディアムボディ,【白】シャトー　マルティロン　ブラン　≪フランス≫　辛口,【スパークリング】ラ・ロスカ　ブリュット　≪チリ≫,モエ・エ・シャンドン　≪フランス・シャンパン≫,ヴーヴ　クリコ　≪フランス・シャンパン≫,グラスワイン　（赤/白）,ディーゼル,シャンディガフ,ダブルカルチャード,パナシェ,オレンジビア,カシスビア,ビアスプリッツァー,サワー各種レモン・カルピス・ライム・ゆず・ライチ・巨峰マンゴー・パイン・グレープフルーツ,ホワイトホースファインオールド,うまハイボール/ジムビームハイボール/コークハイボール,ジンジャーハイボール/レモンハイボール/ライムハイボール,ライチハイボール/マンゴーハイボール,カルピスハイボール/ゆずハイボール/巨峰ハイボール,梅酒,カシスオレンジ/カシスソーダ/カシスグレープ,カシスウーロン/カシスコーラ,ライチオレンジ/ライチソーダ/ライチグレープ,ライチウーロン/ライチコーラ,ピーチフィズ/ファジーネーブル,レゲェパンチ,モスコミュール/スクリュードライバー,ジントニック/モヒート,コーラ/ジンジャーエール/オレンジジュース,グレープフルーツジュース/カルピス/ウーロン茶,レモンソーダ/カルピスソーダ/ライムソーダ,ゆずソーダ/ライチソーダ/巨峰ソーダ,マンゴーソーダ/パインソーダ","[638, 638, 638, 748, 748, 748, 748, 792, 748, 748, 792, 638, 550, 2200, 2200, 2750, 2750, 3300, 3300, 3850, 3850, 3850, 13200, 16500, 638, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 418, 418, 418, 418, 418]",大阪府大阪市北区堂山町15-11 TKビル1階, 隠れ家個室　創作寿司×海鮮×牛タンしゃぶしゃぶ 東屋 -AZUMAYA- 梅田東通り店,050-5259-9256,https://www.hotpepper.jp/strJ001249562/
"生ビール（マスターズドリーム）,瓶ビール（ザ・プレミアムモルツ）,角ハイボール（ソーダ割）,知多ハイボール,白州森香るハイボール,サントリーオールフリー,焙煎樽仕込み梅酒（グラス）,超濃厚ヨーグルト酒,宇治玉露梅酒,【地酒清酒】立山（熱燗）　杜氏鑑　1合,白鶴　大吟醸（300ml）,スパークリング清酒　澪（300ml),獺祭　二割三分　グラス,磯自慢　純米吟醸　グラス,九頭龍　大吟醸　グラス,旭菊　純米大吟醸　グラス,旭菊　純米吟醸　大地　グラス,菊姫　にごり酒　グラス,菊姫　純米　金剣　グラス,酔鯨　純米吟醸　山田錦　グラス,飛露喜　純米大吟醸　グラス,上喜元　大吟醸　グラス,【赤】マスカットベリーA（グラス）,【赤】ラヴィニエ（ボトル）,【白】甲州（グラス）,【白】シャブリ（ボトル）,ライム／カルピス／レモン／プレーン,オレンジジュース／ジンジャエール／コーラ／カルピス／ウーロン茶／炭酸水,【麦】二階堂,【麦】特蒸 泰明／無一物,【芋】黒霧島,【芋】赤霧島／轟乃露／恋寅,焼酎 ボトルキープも受け付けております（芋／麦）","[600, 710, 600, 710, 710, 550, 660, 770, 660, 710, 1650, 1320, 1040, 710, 710, 710, 710, 710, 710, 710, 710, 710, 660, 6600, 660, 6600, 550, 550, 550, 660, 550, 660, 3850]",大阪府大阪市北区曽根崎新地１-3-31,すき焼きとしゃぶしゃぶと水たき鍋　完全個室　博多味処いろは　北新地店,050-5827-4456,https://www.hotpepper.jp/strJ001153934/
"生ビール,シャンディーガフ,レッドアイ,ライム／レモン／柚子／青りんご／カルピス／トマト,【麦】いいちこ,【芋】黒霧島,ジンベース,ウォッカベース,テキーラベース,ラムベース,カンパリベース,カシスベース,その他,赤ワインベース,白ワインベース,梅酒,日本酒スパークリング　澪(みお),カフェ・ド・パリ,モエ・エ・シャンドン・ネクター,ベル・エポック,ドン・ペリニヨン,コーラ／ジンジャーエール／カルピス／トマトジュース／オレンジ／アップル,グレープフルーツ／パイナップル／ウーロン茶／緑茶／麦茶","[605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 715, 5500, 22000, 38500, 38500, 462, 462]",大阪府大阪市北区堂山町 5-9 扇会館8F,梅田　個室　食べ飲み放題　肉寿司　HINATA 梅田東通り店,050-5347-2849,https://www.hotpepper.jp/strJ001195884/
"オーシャンハイボール,コークハイ,ジンジャーハイ,巨峰ハイ,カルピスハイ,青りんごハイ,ライムハイ,柚子ハイ,プレーン,レモン,ライム,トマト,グレープフルーツ,カルピス,巨峰,青りんご,柚子,一番搾り,のどごし,スーパードライ　(中瓶),シャンディガフ,レッドアイ,カシスビア,カシスオレンジ/カシスウーロン/カシスソーダ/カシスグレープ　各,ピーチオレンジ/ピーチウーロン/ピーチググレープ/ピーチジンジャー/ピーチソーダ　各,ジントニック/ジンバック/ジンオレンジ/ジンリッキー　各,モスコミュール/ウォッカトニック/ブルドッグ/スクリュードライバー　各,ライチオレンジ/ライチウーロン/ライチソーダ/ライチグレープ　各,梅酒　　ロック/ソーダ/水割り/ジンジャー　各,赤ワイン,キティ/カリモーチョ/カーディナル　各,かち割り　赤/スプリッツァー　ルージュ,白ワイン,キール/オペレーター　各,かち割り　白/スプリッツァー,芋　　ロック/ソーダ/水割り　各,麦　　ロック/ソーダ/水割り　各,日本酒　一合,日本酒　二合,ウーロン/コーラ/ジンジャーエール/オレンジ　各,カルピス/カルピスソーダ/グレープフルーツ/トニックウォーター　各","[429, 462, 462, 462, 462, 462, 462, 462, 429, 462, 462, 462, 462, 462, 462, 462, 462, 550, 473, 638, 561, 572, 572, 495, 495, 495, 495, 495, 550, 528, 528, 528, 528, 528, 528, 484, 484, 550, 979, 385, 385]",大阪府大阪市北区曽根崎２丁目16-22　6階,焼き鳥と肉寿司　大衆酒場　鶏天神　大阪梅田店,050-5816-0576,https://www.hotpepper.jp/strJ001276606/
"生ビール,シャンディーガフ,レッドアイ,ライム／レモン／柚子／青りんご／カルピス／トマト,【麦】いいちこ,【芋】黒霧島,ジンベース,ウォッカベース,テキーラベース,ラムベース,カンパリベース,カシスベース,その他,赤ワインベース,白ワインベース,梅酒,日本酒スパークリング　澪(みお),カフェ・ド・パリ,モエ・エ・シャンドン・ネクター,ベル・エポック,ドン・ペリニヨン,コーラ／ジンジャーエール／カルピス／トマトジュース／オレンジ／アップル,グレープフルーツ／パイナップル／ウーロン茶／緑茶／麦茶","[605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 605, 715, 5500, 22000, 38500, 38500, 462, 462]",大阪府大阪市北区堂山町5-9 扇会館8F,焼き鳥と海鮮　もつ鍋　食べ飲み放題　個室居酒屋　陽菜喰 梅田東通り店,050-5347-2851,https://www.hotpepper.jp/strJ001195841/
"生ビール,ハイボール,コークハイボール,ジンジャーハイボール,エナジーハイボール,レモンサワー,ライムサワー,カルピスサワー,白桃サワー,ウーロンハイ,ジントニック,ジンバック,ジンコーク,オレンジブロッサム,ピーチウーロン,カシスウーロン,カシスオレンジ,カシスソーダ,ファジーネーブル,ピーチフィズ,黒霧島　（芋）,いいちこ　（麦）,梅酒,ウーロン茶,緑茶,コーラ,ジンジャーエール,エナジードリンク,オレンジジュース,カルピスウォーター,カルピスソーダ,アイスコーヒー,ソフトドリンク飲み放題","[500, 350, 400, 400, 400, 400, 400, 400, 400, 400, 450, 450, 450, 450, 450, 450, 450, 450, 450, 450, 400, 400, 400, 300, 300, 300, 300, 300, 300, 300, 300, 300, 500]",大阪府大阪市北区曽根崎２－５－２０　お初天神ビル２Ｆ,ボードゲーム居酒屋　ジェリージェリー酒場　梅田お初天神店,050-5449-4968,https://www.hotpepper.jp/strJ001109008/
"生ビール,ドライゼロ,ハイボール,コークハイボール,ジンジャーハイボール,エナジーハイボール,レモンサワー,ライムサワー,緑茶ハイ,ウーロンハイ,カルピスサワー,白桃サワー,紅茶ハイ,パインサワー,マンゴーサワー,ストロベリーサワー,パッションフルーツサワー,ファジーネーブル,ピーチフィズ,カシスソーダ,カシスオレンジ,カルーアミルク,ジントニック,ジンバック,ジンコーク,オレンジブロッサム,ピーチウーロン,カシスウーロン,グラスワイン（赤）,グラスワイン（白）,月桂冠,黒霧島(芋),一番札（麦）,れんと(黒糖),金黒（芋）,金黒タンサン,すっきり梅酒,紀州産南高梅酒,コーラ,ジンジャーエール,オレンジジュース,カルピスソーダ,カルピスウォーター,エナジードリンク,緑茶,ウーロン茶","[420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420, 420]",大阪府大阪市北区小松原町1-10 梅田パルビル6F,個室居酒屋 最大101品食べ飲み放題 さんぱち家 梅田お初天神,050-5887-7049,https://www.hotpepper.jp/strJ001018359/
"ザ・プレミアム・モルツ　生中,瓶ビール,角ハイボール,角ジンジャー/角コーラ/角ハイ梅/角ハイゆず,メガ角ハイ,角ハイ濃いめ,ジムビームハイボール,ジムビームジンジャー/ジムビームコーラ/ジムビームハイ梅/ジムビームハイゆず,メガジムビームハイボール,チューハイ各種,トマトサワー,白いサワー,ジントニック/カシスソーダ/モヒート,ウーロンハイ/ピーチウーロン/カシスウーロン/シャンディガフ/カシスオレンジ/ファジーネーブル,果実酒(ロック・ソーダ割),マッコリ,マッコリ(ボトル),マッコリカクテル,グラスワイン　　カルロ・ロッシ,ロックスタイル　ロッシ・ロック,カリモーチョ/ワインクーラー/オペレーター/スピリッツァ,知多/メーカーズマーク,碧,日本酒(小),日本酒（大）,冷酒,黒丸（芋）,大隅（芋・麦）,八重丸,紀州南高梅酒,澄みわたる梅酒,ウーロン茶/コーラ/ジンジャエール/オレンジジュース/純氷グレープフルーツジュース,カルピス/カルピスソーダ/メロンソーダ/ゆずソーダ/青りんごソーダ/パイナップルソ-ダ,オールフリー,まるで梅酒なノンアルコール","[570, 570, 520, 550, 840, 620, 490, 520, 800, 460, 490, 490, 490, 520, 490, 460, 1700, 490, 490, 490, 520, 620, 690, 460, 860, 750, 620, 490, 620, 490, 490, 340, 340, 380, 380]",大阪府大阪市北区茶屋町15-30ＳＭＫ梅田ビル2F,焼肉六甲　梅田茶屋町店 食べ放題,050-5841-6559,https://www.hotpepper.jp/strJ001258763/
"サッポロ生ビール黒ラベル,プレーン,幸せ果実にごりみかん,幸せ果実にごりゆず,幸せ果実にごりもも,幸せ果実にごりうめ,幸せ果実にごりりんご,幸せ果実にごりレモン,幸せ果実にごりハスカップ,幸せ果実にごりマンゴー,幸せ果実にごりキウイ,幸せ果実にごりライチ,幸せ果実にごりぶどう,幸せ果実にごりバナナ,幸せ果実にごりパイン,幸せ果実にごりベリー,幸せ果実にごりいちご,幸せ果実にごりじゃばら,ウーロンハイ,緑茶ハイ,ジャスミンハイ,デュワーズハイボール,コークハイ,ジンジャーハイボール,ゆずハイボール,[赤] ハートリーフ,[赤] モンテプルチアーノ,[赤] ヴィーノ・ロッソ,[赤] エスプリ・ド・ヴァン・ジャポネ（絢）,[白] ハートリーフ,[白] ヴィーノビアンコ,[白] エスプリ・ド・ヴァン・ジャポネ（SEN）泉,[スパークリング] ポールスター,[スパークリング] ベルトゥーレ　ブリュット,[スパークリング] オペラ　ブリュット,[スパークリング] マルティーニブリュット,[スパークリング] マルティーニロゼ,百年梅酒,五台濁り梅酒,角玉,天空の月,[麦] 和ら麦,[麦] 二階堂,[芋] からり芋,[芋] 黒霧島,カシスオレンジ,カシスソーダ,カシスミルク,カシスウーロン,カシスビア,カシスジャスミン,オレンジブロッサム,ジンバック,ウォッカバック,モスコミュール,スクリュードライバー,カルーアミルク,ファジーネーブル,ピーチウーロン,ピーチアイスティー,ピーチグリーンティー,ピーチジャスミン,ピーチミルク,ピーチカルピスソーダ,カルピスワイン,マリブコーラ,マリブミルク,マリブオレンジ,カーディナル,オペレーター,カリモーチョ,キティ,キール,ワインシャンディーガフ,スプリッシャー,ビアスプリッシャー,シャンディガフ,緑茶,ウーロン茶,ジャスミン茶,コーラ,カルピス,ジンジャエール,オレンジジュース","[490, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 430, 490, 490, 490, 390, 490, 490, 590, 390, 490, 590, 390, 490, 490, 590, 590, 390, 390, 390, 390, 390, 390, 390, 390, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 490, 560, 560, 560, 560, 560, 560, 560, 560, 560, 330, 330, 330, 390, 390, 390, 390]",大阪府大阪市北区堂山町-1-14　こだまレジャービル2F,肉×チーズ　肉バル　Enanos～エナノス～　梅田東通り店,050-5877-3620,https://www.hotpepper.jp/strJ003323610/
"樽生アサヒスーパードライ（グラス）,樽生アサヒスーパードライ（ジョッキ）,樽生アサヒスーパードライ（中瓶）,ノンアルコールビール　ドライゼロ（小瓶）,レッドアイ,カシスオレンジ/カシスウーロン/カシスソーダ/カシスカルピス/レッドアイ,ブラックニッカ（ロック・水割り）,ブラックニッカハイボール,レモン/ライム/カルピス,まろやか梅酒（ロック・ソーダ割り）グラス,グラスワイン（赤/白）,フルボトル（赤/白）,麦焼酎　一番札,芋焼酎　金黒,芋焼酎　一刻者,芋焼酎　きろく,上撰松竹梅「豪快」辛口お銚子（大）,吟醸　久保田　千寿（グラス）,純米大吟醸　獺祭　磨き二割三分（グラス）,純米大吟醸　久保田　萬寿（グラス）,松竹梅白壁蔵「澪」MIOスパークリング（150ml）,コーヒー（ホット・アイス）,ダージリンティー（ホット・アイス）,オレンジジュース/カルピス/トマトジュース/ウーロン茶","[500, 600, 650, 500, 500, 500, 500, 500, 500, 500, 500, 3500, 500, 500, 500, 500, 750, 750, 2000, 2000, 690, 400, 400, 350]",大阪府大阪市北区角田町８－７　阪急うめだ本店１２Ｆ,阪急うめだ本店　しゃぶしゃぶ・日本料理・たちばな,050-5877-1658,https://www.hotpepper.jp/strJ001041523/
"生ビール　キリン一番搾り,ハイネケン　（瓶）,カールスバーグ　（瓶）,コロナ　（瓶）,ギネス　エクストラスタウト　（瓶）,バドワイザー　（瓶）,ディーゼル,シャンディガフ,ダブルカルチャード,パナシェ,オレンジビア,カシスビア,ビアスプリッツァー,レモンサワー/カルピスサワー/ライムサワー,ゆずサワー/ライチサワー/巨峰サワー,マンゴーサワー/パインサワー/グレープフルーツサワー,ホワイトホース　ファインオールド,うまハイボール/ジムビームハイボール/コークハイボール,ジンジャーハイボール/レモンハイボール/ライムハイボール,ライチハイボール/マンゴーハイボール,カルピスハイボール/ゆずハイボール/巨峰ハイボール,【赤】ソル・イ・マール　レッド　≪チリ≫　ミディアムボディ,【白】ソル・イ・マール　ホワイト　≪チリ≫　やや辛口,【赤】センシィ　ヴィルト　ロッソ　≪イタリア≫　ミディアムボディ,【白】センシィ　ヴィルト　ビアンコ　≪イタリア≫　辛口,【赤】ボルサオ　クラシコ　ティント　≪スペイン≫　ミディアムボディ,【白】ボルサオ　クラシコ　ブランコ　≪スペイン≫　辛口,【赤】シャトー　レセル　メントー　≪フランス≫　ミディアムボディ,【白】シャトー　マルティロン　ブラン　≪フランス≫　辛口,【スパークリング】ラ・ロスカ　ブリュット　≪チリ≫,モエ・エ・シャンドン　≪フランス・シャンパン≫,ヴーヴ　クリコ　≪フランス・シャンパン≫,ショットスピリッツ,麦/芋,広島県　賀茂鶴,新潟県　吉乃川,兵庫県　八重垣,岐阜県　百十郎,愛知県　ねのひ,京都府　玉乃光,岩手県　南部美人,新潟県　久保田　千寿,静岡県　開運,山形県　秀鳳,高知県　司牡丹,梅酒,カシスオレンジ/カシスソーダ/カシスグレープ,カシスウーロン/カシスコーラ,ライチオレンジ/ライチソーダ/ライチグレープ,ライチウーロン/ライチコーラ,ピーチフィズ/ファジーネーブル,レゲェパンチ,モスコミュール/スクリュードライバー,ジントニック/モヒート,コーラ/ジンジャーエール/オレンジジュース,グレープフルーツジュース/カルピス/ウーロン茶,レモンソーダ/カルピスソーダ/ライムソーダ,ゆずソーダ/ライチソーダ/巨峰ソーダ,マンゴーソーダ/パインソーダ","[550, 715, 715, 715, 715, 715, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 528, 2200, 2200, 2750, 2750, 3300, 3300, 3850, 3850, 3850, 13200, 16500, 550, 638, 528, 528, 528, 638, 638, 748, 748, 792, 792, 748, 748, 528, 528, 528, 528, 528, 528, 528, 528, 528, 418, 418, 418, 418, 418]",大阪府大阪市北区曽根崎２-10-14 サンユニテック曽根崎2丁目ビル 1F,大衆酒場　肉寿司×博多巻き串　おはつ商店　梅田店,050-5453-5441,https://www.hotpepper.jp/strJ001261378/
"生ビール,シャンディーガフ,日本酒,南高梅酒,ハウスワイン　グラス／デキャンタ 2200円　(赤/白),サングリア　(赤/白),お店で1ヶ月漬け込んだオリジナルサワー,【芋】黒霧島／【麦】二階堂,ジムビーム,～選べるフレーバー～,ジントニック／ジンバック,モスコミュール／キューバリブレ,テキーラサンライズ／メキシコーラ,カシス（オレンジ／ソーダ／ウーロン）,ファジーネーブル／ピーチウーロン,Wグレープフルーツ／グレープオレンジ,カルーアミルク,インスタ映え♪フルーツジャー使用の生カクテル,コーラ／ジンジャエール／グレープフルーツジュース,オレンジジュース／ウーロン茶,オールフリー,まるで梅酒なノンアルコール,ジントニック,モスコミュール,シャーリーテンプル,ざくろグレープフルーツ,サマーデライト,レモンソーダ,シンデレラ,プッシーキャット","[649, 649, 539, 539, 440, 539, 572, 462, 539, 572, 649, 649, 649, 649, 649, 649, 649, 759, 429, 429, 539, 462, 539, 539, 539, 539, 539, 539, 539, 539]",大阪府大阪市北区小松原町１－２７　梅田エビスビル９F,夜景イタリアン&肉チーズ　ヨルソラ梅田店,050-5223-6691,https://www.hotpepper.jp/strJ001187564/
"ハニーハイボール,ハニーサングリア,ハニーキティ,ハニーベリーヨーグルト,ハニーアメリカンレモネード,ハニーレモンスカッシュ,ハニーシンデレラ,ハニーレモネード,ハニーヴァージンシャンパン,ハニーシャリーテンプル,生ビール,シャンディーガフ,南高梅酒,ハウスワイン　グラス／デキャンタ2000円　(赤/白),オペレーター／スプリッツァー／カリモーチョ／キール／キティ／サングリア　(赤/白),お店で1ヶ月漬け込んだオリジナルサワー,【芋】黒霧島／【麦】二階堂,ジム・ビームハイボール,メーカーズマーク,ジントニック／ジンライム／ジンバック／オレンジブロッサム,ウォッカトニック／モスコミュール／スクリュードライバー,ボストンクーラー／キューバリブレ／キューバンスクリュー,テキーラサンライズ／テキーラトニック／メキシコーラ,カシス（オレンジ／グレープ／ソーダ／ウーロン／ジンジャー／コーク／パイン）,ファジーネーブル／ファジーグレープ／ピーチパイン／ピーチウーロン,カルーアミルク,コーラ／ジンジャエール／グレープフルーツジュース,オレンジジュース／パインジュース／ウーロン茶,オールフリー,まるで梅酒なノンアルコール,ノンアルコールカクテル”MOCKTAILS”(モクテル),ノンアルコールカクテル”MOCKTAILS”(モクテル),ノンアルコールカクテル”MOCKTAILS”(モクテル)","[572, 572, 539, 649, 649, 649, 539, 539, 539, 539, 649, 649, 539, 440, 539, 572, 462, 539, 759, 649, 649, 649, 649, 649, 649, 649, 429, 429, 462, 462, 539, 495, 572]",大阪府大阪市北区小松原町1-27 8F,肉&チーズとハチミツ食べ放題 CHEESE MEAT GARDEN梅田店,050-5366-1087,https://www.hotpepper.jp/strJ001217367/
"ハイボール,コーラ/ジンジャーハイボール,上撰　松竹梅　150ml瓶,豪快　辛口<日本酒度+4>　90cc,大関　極上の甘口<日本酒度-50>　90cc,【福島県】曙<日本酒度-1>　90cc,【京都府】白壁蔵　生もと純米<日本酒度+2>　90cc,【宮城県】雪の松島　醸塊　純米酒<日本酒度+20>　90cc,【高知県】美丈夫　純米吟醸　純麗たまラベル<日本酒度+4>　90cc,【秋田県】雪の芽舎　純米吟醸<日本酒度+2>　90cc,【埼玉県】神亀　純米酒　辛口<日本酒度+5>　90cc,【岩手県】南部美人　純米吟醸<日本酒度+5>　90cc,【山口県】獺祭　純米大吟醸45<日本酒度非公開>　90cc,【新潟県】越乃寒梅　白ラベル普通酒<日本酒度+6>　90cc,【新潟県】雪中梅　普通酒<日本酒度-3>　90cc,【滋賀県】浪の音　ええとこどり　超辛口純米酒<日本酒度+10>　90cc,【新潟県】八海山　純米大吟醸<日本酒度+4>　90cc,【兵庫県】惣花　純米吟醸<日本酒度-4>　90cc,【静岡県】開運　純米吟醸<日本酒度+3>　90cc,【大阪府】呉春　丸本　本醸造<日本酒度±0>　90cc,【岡山県】庵　備前雄町　無濾過特別純米<日本酒度+7>　90cc,【大阪府】片野桜　山廃純米　無濾過生原酒　山田錦<日本酒度+2>　90cc,<<<季節限定酒>>>【滋賀】浪の音　純米吟醸生「桜」<日本酒度±0>　90cc,ニッカウイスキーハイボール,角ハイボール,オールドハイボール,ピークハイボール,マルスエクストラ,電気ブランハイボール,ミルク瓶ハイ/コーヒー牛乳瓶ハイ/フルーツ牛乳瓶ハイ,翠ソーダ,翠ジンジャー・翠コーラ,アサヒ　マルエフ生/黒生,アサヒ　スーパードライ(中瓶),サントリー　モルツ(中瓶),アサヒ　ビアリー(アルコール0.5％),アサヒ　ドライゼロ(ノンアルコール),シャンディガフ,プレーン/レモン,ライム,みかん/もも/洋ナシ/ライチ/マンゴ/じゃばら/キウイ/りんご/ハスカップ,余市　白ぶどう,昭和のパインアメ,赤玉ワイン,赤玉ジンジャー・赤玉コーラ,宝焼酎　純,麦焼酎,芋焼酎　,全量芋焼酎ISAINA,石焼き芋焼酎　石茜,そな焼酎　十割,本格米焼酎　巌窟王,しそ焼酎　若紫ノ君,高知栗焼酎　ダバダ火振,愛媛　みかん/長野　もも/山梨　洋ナシ/神奈川　キウイ/北海道　りんご,和歌山　じゃばら/北海道　ハスカップ,北海道　余市白ぶどう,タイ王国　ライチ/マンゴー,梅酒,山崎樽梅酒/賓　宇治抹茶,チンチロリンチャレンジ　日本酒or焼酎,ウーロン茶/緑茶/ジャスミン茶,牛乳/コーヒー牛乳/フルーツ牛乳,コカ・コーラ/能勢ジンジャーエール/バヤリースオレンジ/瓶ラムネ/レッドブル,スワン昭和サイダー(330ｍｌ)","[429, 495, 528, 418, 528, 528, 528, 528, 528, 528, 528, 528, 748, 528, 528, 528, 638, 528, 528, 528, 528, 528, 638, 209, 429, 429, 429, 429, 429, 528, 385, 418, 462, 605, 605, 429, 429, 385, 209, 275, 352, 418, 418, 385, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 462, 462, 528, 462, 418, 462, 605, 308, 308, 352, 528]",大阪府大阪市北区堂山町6-2,《個室》小皿料理と日本酒　大衆酒場　ニュー曙　梅田東通り店,050-5845-7158,https://www.hotpepper.jp/strJ001294844/
